id,survey_id,date_start,location_id,entered_sref,entered_sref_system,created_on,created_by_id,LATITUDE,LONGITUDE,monad,monadCRS,country
3111697,154,29/07/2017,187010,NT6367279531,OSGB,54:49.0,705,56.00739064,-2.582643303,NT6379,OSGB,Britain
3111749,154,07/06/2018,187014,NT6371479686,OSGB,35:16.0,705,56.00878654,-2.581990656,NT6379,OSGB,Britain
4079716,154,07/06/2018,187014,NT6371479686,OSGB,27:32.0,705,56.00878654,-2.581990656,NT6379,OSGB,Britain
24255377,154,27/05/2023,187010,NT6367279531,OSGB,06:01.0,705,56.00739064,-2.582643303,NT6379,OSGB,Britain
4079628,154,10/06/2018,187010,NT6367279531,OSGB,59:18.0,705,56.00739064,-2.582643303,NT6379,OSGB,Britain
3111681,154,29/07/2017,187011,NT6345779914,OSGB,35:29.0,705,56.01081566,-2.586143509,NT6379,OSGB,Britain
4079673,154,18/08/2018,187011,NT6345779914,OSGB,20:26.0,705,56.01081566,-2.586143509,NT6379,OSGB,Britain
6848943,154,03/08/2019,187012,NT6309179615,OSGB,46:18.0,705,56.00810103,-2.591972732,NT6379,OSGB,Britain
11962131,154,29/07/2020,187014,NT6371479686,OSGB,50:35.0,705,56.00878654,-2.581990656,NT6379,OSGB,Britain
12109190,154,27/05/2020,187012,NT6309179615,OSGB,00:25.0,705,56.00810103,-2.591972732,NT6379,OSGB,Britain
15561997,154,29/05/2021,187009,NT6348479746,OSGB,49:12.0,705,56.00930819,-2.585687614,NT6379,OSGB,Britain
3111610,154,01/08/2017,187012,NT6309179615,OSGB,43:52.0,705,56.00810103,-2.591972732,NT6379,OSGB,Britain
15562184,154,07/08/2021,187014,NT6371479686,OSGB,15:20.0,705,56.00878654,-2.581990656,NT6379,OSGB,Britain
3111730,154,30/06/2017,187009,NT6348479746,OSGB,13:29.0,705,56.00930819,-2.585687614,NT6379,OSGB,Britain
6840962,154,30/07/2019,187014,NT6371479686,OSGB,43:02.0,705,56.00878654,-2.581990656,NT6379,OSGB,Britain
24255351,154,27/05/2023,187011,NT6345779914,OSGB,57:42.0,705,56.01081566,-2.586143509,NT6379,OSGB,Britain
20308633,154,27/05/2022,187010,NT6367279531,OSGB,05:25.0,705,56.00739064,-2.582643303,NT6379,OSGB,Britain
20308041,154,27/05/2022,187009,NT6348479746,OSGB,37:17.0,705,56.00930819,-2.585687614,NT6379,OSGB,Britain
3111675,154,28/05/2017,187011,NT6345779914,OSGB,30:43.0,705,56.01081566,-2.586143509,NT6379,OSGB,Britain
20308725,154,27/05/2022,187012,NT6309179615,OSGB,22:30.0,705,56.00810103,-2.591972732,NT6379,OSGB,Britain
15562212,154,29/05/2021,187010,NT6367279531,OSGB,21:39.0,705,56.00739064,-2.582643303,NT6379,OSGB,Britain
15562098,154,29/05/2021,187014,NT6371479686,OSGB,08:09.0,705,56.00878654,-2.581990656,NT6379,OSGB,Britain
11987515,154,29/07/2020,187011,NT6345779914,OSGB,31:02.0,705,56.01081566,-2.586143509,NT6379,OSGB,Britain
20308759,154,30/07/2022,187012,NT6309179615,OSGB,27:12.0,705,56.00810103,-2.591972732,NT6379,OSGB,Britain
20308694,154,27/05/2022,187010,NT6367279531,OSGB,13:56.0,705,56.00739064,-2.582643303,NT6379,OSGB,Britain
6840998,154,07/06/2019,187011,NT6345779914,OSGB,49:17.0,705,56.01081566,-2.586143509,NT6379,OSGB,Britain
15561715,154,07/08/2021,187011,NT6345779914,OSGB,40:09.0,705,56.01081566,-2.586143509,NT6379,OSGB,Britain
15561444,154,29/05/2021,187011,NT6345779914,OSGB,28:33.0,705,56.01081566,-2.586143509,NT6379,OSGB,Britain
1875122,87,12/08/2016,147538,NT6464679530,OSGB,53:15.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
1875114,87,19/06/2016,147538,NT6464679530,OSGB,47:23.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
1875251,87,12/08/2016,136596,NT6432879499,OSGB,37:37.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
1875174,87,12/08/2016,136597,NT6449679668,OSGB,25:38.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
6807559,154,27/06/2019,136596,NT6432879499,OSGB,12:26.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
4000133,154,01/07/2018,136597,NT6449679668,OSGB,40:07.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
1285158,87,19/09/2015,136597,NT6449679668,OSGB,34:07.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
4000120,154,25/08/2018,147537,NT6446579441,OSGB,32:13.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
1285348,87,05/07/2015,147537,NT6446579441,OSGB,11:28.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
1875142,87,12/08/2016,136598,NT6464679667,OSGB,05:50.0,705,56.00868544,-2.567040449,NT6479,OSGB,Britain
1875311,87,12/08/2016,147537,NT6446579441,OSGB,01:49.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
15559245,154,05/09/2021,136597,NT6449679668,OSGB,10:53.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
1285380,87,05/07/2015,147538,NT6464679530,OSGB,28:23.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
1285119,87,05/07/2015,136596,NT6432879499,OSGB,22:10.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
1285156,87,05/07/2015,136597,NT6449679668,OSGB,32:43.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
1285176,87,19/09/2015,136598,NT6464679667,OSGB,40:21.0,705,56.00868544,-2.567040449,NT6479,OSGB,Britain
15559400,154,05/09/2021,147538,NT6464679530,OSGB,39:37.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
1875136,87,19/06/2016,136598,NT6464679667,OSGB,01:29.0,705,56.00868544,-2.567040449,NT6479,OSGB,Britain
20307876,154,26/08/2022,136597,NT6449679668,OSGB,08:26.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
1875303,87,19/06/2016,147537,NT6446579441,OSGB,54:31.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
1875192,87,19/06/2016,136596,NT6432879499,OSGB,33:09.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
3061594,155,13/08/2017,136597,NT6449679668,OSGB,58:29.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
1285366,87,19/09/2015,147537,NT6446579441,OSGB,23:38.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
1285175,87,05/07/2015,136598,NT6464679667,OSGB,39:01.0,705,56.00868544,-2.567040449,NT6479,OSGB,Britain
4000134,154,25/08/2018,136597,NT6449679668,OSGB,44:36.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
4000170,154,25/08/2018,147538,NT6464679530,OSGB,00:44.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
1285122,87,19/09/2015,136596,NT6432879499,OSGB,23:17.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
4000180,154,26/08/2019,136598,NT6464679667,OSGB,12:17.0,705,56.00868544,-2.567040449,NT6479,OSGB,Britain
15559183,154,05/09/2021,136596,NT6432879499,OSGB,55:18.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
3061532,155,24/06/2017,136597,NT6449679668,OSGB,46:35.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
15559333,154,05/09/2021,147537,NT6446579441,OSGB,26:13.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
4000069,154,01/07/2018,136596,NT6432879499,OSGB,05:13.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
1285414,87,19/09/2015,147538,NT6464679530,OSGB,33:01.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
6807732,154,26/08/2019,147538,NT6464679530,OSGB,34:39.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
4000087,154,25/08/2018,136596,NT6432879499,OSGB,10:53.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
3061520,155,13/08/2017,147537,NT6446579441,OSGB,28:43.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
1875169,87,19/06/2016,136597,NT6449679668,OSGB,19:52.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
4000110,154,01/07/2018,147537,NT6446579441,OSGB,23:40.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
4000151,154,01/07/2018,147538,NT6464679530,OSGB,53:59.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
6807726,154,27/06/2019,147538,NT6464679530,OSGB,22:44.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
20229972,154,26/08/2022,136598,NT6464679667,OSGB,24:58.0,705,56.00868544,-2.567040449,NT6479,OSGB,Britain
4000177,154,27/06/2019,136598,NT6464679667,OSGB,07:17.0,705,56.00868544,-2.567040449,NT6479,OSGB,Britain
6807625,154,27/06/2019,136597,NT6449679668,OSGB,33:38.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
3061524,155,24/06/2017,136596,NT6432879499,OSGB,42:16.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
6807704,154,26/08/2019,147537,NT6446579441,OSGB,10:08.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
20230163,154,26/08/2022,147537,NT6446579441,OSGB,03:49.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
3061462,155,13/08/2017,136598,NT6464679667,OSGB,07:00.0,705,56.00868544,-2.567040449,NT6479,OSGB,Britain
3061530,155,13/08/2017,136596,NT6432879499,OSGB,45:08.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
3061377,155,24/06/2017,147538,NT6464679530,OSGB,34:57.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
3061460,155,24/06/2017,136598,NT6464679667,OSGB,01:52.0,705,56.00868544,-2.567040449,NT6479,OSGB,Britain
15559428,154,05/09/2021,136598,NT6464679667,OSGB,48:35.0,705,56.00868544,-2.567040449,NT6479,OSGB,Britain
20307800,154,26/08/2022,147538,NT6464679530,OSGB,48:08.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
6807597,154,26/08/2019,136596,NT6432879499,OSGB,20:30.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
6807683,154,27/06/2019,147537,NT6446579441,OSGB,59:28.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
3061516,155,24/06/2017,147537,NT6446579441,OSGB,24:42.0,705,56.00664139,-2.569913482,NT6479,OSGB,Britain
6807653,154,26/08/2019,136597,NT6449679668,OSGB,44:26.0,705,56.00868334,-2.569446322,NT6479,OSGB,Britain
3061408,155,13/08/2017,147538,NT6464679530,OSGB,43:37.0,705,56.00745446,-2.56702242,NT6479,OSGB,Britain
20307846,154,26/08/2022,136596,NT6432879499,OSGB,58:08.0,705,56.00715236,-2.572118309,NT6479,OSGB,Britain
1943634,154,13/08/2016,163631,NT6423080080,OSGB,41:20.0,98611,56.01236551,-2.573767366,NT6480,OSGB,Britain
16014546,154,03/10/2021,163631,NT6423080080,OSGB,03:24.0,298320,56.01236551,-2.573767366,NT6480,OSGB,Britain
1943629,154,14/05/2016,163631,NT6423080080,OSGB,38:56.0,98611,56.01236551,-2.573767366,NT6480,OSGB,Britain
16014337,154,06/06/2021,163631,NT6423080080,OSGB,48:27.0,298320,56.01236551,-2.573767366,NT6480,OSGB,Britain
11693658,154,24/08/2020,185791,NT6515172167,OSGB,32:12.0,132145,55.94133223,-2.557970223,NT6572,OSGB,Britain
11693687,154,24/08/2020,186623,NT6505372150,OSGB,44:23.0,132145,55.94117237,-2.559537046,NT6572,OSGB,Britain
15376353,154,15/08/2021,185791,NT6515172167,OSGB,50:51.0,132145,55.94133223,-2.557970223,NT6572,OSGB,Britain
3995511,155,28/06/2018,185791,NT6515172167,OSGB,48:56.0,132145,55.94133223,-2.557970223,NT6572,OSGB,Britain
6640811,154,21/08/2019,203147,NT6542972347,OSGB,46:04.0,132145,55.94296968,-2.55354238,NT6572,OSGB,Britain
24108153,155,29/08/2023,185791,NT6515172167,OSGB,26:23.0,132145,55.94133223,-2.557970223,NT6572,OSGB,Britain
20269796,155,11/09/2022,203147,NT6542972347,OSGB,48:28.0,132145,55.94296968,-2.55354238,NT6572,OSGB,Britain
6609055,154,13/08/2019,186623,NT6505372150,OSGB,32:56.0,132145,55.94117237,-2.559537046,NT6572,OSGB,Britain
3048657,155,25/08/2017,185791,NT6515172167,OSGB,44:06.0,132145,55.94133223,-2.557970223,NT6572,OSGB,Britain
15376426,87,15/08/2021,264723,NT6513472164,OSGB,05:13.0,132145,55.94130405,-2.558242013,NT6572,OSGB,Britain
6609276,155,13/08/2019,185791,NT6515172167,OSGB,09:37.0,132145,55.94133223,-2.557970223,NT6572,OSGB,Britain
3062637,87,20/06/2017,186629,NT6504972146,OSGB,56:37.0,132145,55.94113614,-2.559600569,NT6572,OSGB,Britain
20269915,155,11/09/2022,185791,NT6515172167,OSGB,09:45.0,132145,55.94133223,-2.557970223,NT6572,OSGB,Britain
14465527,87,22/05/2021,264723,NT6513472164,OSGB,28:00.0,132145,55.94130405,-2.558242013,NT6572,OSGB,Britain
24107180,155,29/08/2023,186629,NT6504972146,OSGB,07:28.0,132145,55.94113614,-2.559600569,NT6572,OSGB,Britain
14443545,154,22/05/2021,203147,NT6542972347,OSGB,59:18.0,132145,55.94296968,-2.55354238,NT6572,OSGB,Britain
3995856,155,28/06/2018,186629,NT6504972146,OSGB,15:08.0,132145,55.94113614,-2.559600569,NT6572,OSGB,Britain
20270033,155,11/09/2022,186623,NT6505372150,OSGB,23:29.0,132145,55.94117237,-2.559537046,NT6572,OSGB,Britain
24106876,155,24/05/2023,186623,NT6505372150,OSGB,36:01.0,132145,55.94117237,-2.559537046,NT6572,OSGB,Britain
15376151,154,15/08/2021,203147,NT6542972347,OSGB,26:24.0,132145,55.94296968,-2.55354238,NT6572,OSGB,Britain
14445360,154,22/05/2021,185791,NT6515172167,OSGB,15:44.0,132145,55.94133223,-2.557970223,NT6572,OSGB,Britain
15376382,154,15/08/2021,186623,NT6505372150,OSGB,55:47.0,132145,55.94117237,-2.559537046,NT6572,OSGB,Britain
3995693,155,28/06/2018,203147,NT6542972347,OSGB,37:18.0,132145,55.94296968,-2.55354238,NT6572,OSGB,Britain
6609229,154,13/08/2019,186629,NT6504972146,OSGB,01:20.0,132145,55.94113614,-2.559600569,NT6572,OSGB,Britain
5704697,155,06/05/2019,186623,NT6505372150,OSGB,13:26.0,132145,55.94117237,-2.559537046,NT6572,OSGB,Britain
5704720,155,06/05/2019,186629,NT6504972146,OSGB,19:46.0,132145,55.94113614,-2.559600569,NT6572,OSGB,Britain
24140720,155,29/08/2023,300661,NT6513072158,OSGB,30:02.0,132145,55.94124984,-2.55830528,NT6572,OSGB,Britain
14443589,154,22/05/2021,186623,NT6505372150,OSGB,17:26.0,132145,55.94117237,-2.559537046,NT6572,OSGB,Britain
24106886,155,29/08/2023,186623,NT6505372150,OSGB,41:46.0,132145,55.94117237,-2.559537046,NT6572,OSGB,Britain
24103229,155,29/08/2023,203147,NT6542972347,OSGB,58:24.0,132145,55.94296968,-2.55354238,NT6572,OSGB,Britain
15376313,154,15/08/2021,186629,NT6504972146,OSGB,42:34.0,132145,55.94113614,-2.559600569,NT6572,OSGB,Britain
20270071,155,11/09/2022,186629,NT6504972146,OSGB,35:53.0,132145,55.94113614,-2.559600569,NT6572,OSGB,Britain
5704693,155,06/05/2019,203147,NT6542972347,OSGB,08:59.0,132145,55.94296968,-2.55354238,NT6572,OSGB,Britain
3062509,154,25/07/2017,186623,NT6505372150,OSGB,45:19.0,132145,55.94117237,-2.559537046,NT6572,OSGB,Britain
3995528,155,08/08/2018,185791,NT6515172167,OSGB,54:02.0,132145,55.94133223,-2.557970223,NT6572,OSGB,Britain
24140624,155,24/05/2023,300661,NT6513072158,OSGB,25:15.0,132145,55.94124984,-2.55830528,NT6572,OSGB,Britain
3995729,155,22/08/2018,203147,NT6542972347,OSGB,43:07.0,132145,55.94296968,-2.55354238,NT6572,OSGB,Britain
11693818,154,24/08/2020,203147,NT6542972347,OSGB,16:22.0,132145,55.94296968,-2.55354238,NT6572,OSGB,Britain
24103045,155,24/05/2023,203147,NT6542972347,OSGB,26:25.0,132145,55.94296968,-2.55354238,NT6572,OSGB,Britain
3995826,154,22/08/2018,186623,NT6505372150,OSGB,08:39.0,132145,55.94117237,-2.559537046,NT6572,OSGB,Britain
5704653,155,06/05/2019,185791,NT6515172167,OSGB,05:10.0,132145,55.94133223,-2.557970223,NT6572,OSGB,Britain
24107004,155,24/05/2023,186629,NT6504972146,OSGB,58:42.0,132145,55.94113614,-2.559600569,NT6572,OSGB,Britain
3995888,155,22/08/2018,186629,NT6504972146,OSGB,18:04.0,132145,55.94113614,-2.559600569,NT6572,OSGB,Britain
24108037,155,24/05/2023,185791,NT6515172167,OSGB,17:39.0,132145,55.94133223,-2.557970223,NT6572,OSGB,Britain
18428456,155,11/05/2022,203147,NT6542972347,OSGB,52:10.0,132145,55.94296968,-2.55354238,NT6572,OSGB,Britain
14443626,154,22/05/2021,186629,NT6504972146,OSGB,33:29.0,132145,55.94113614,-2.559600569,NT6572,OSGB,Britain
3995824,154,28/06/2018,186623,NT6505372150,OSGB,04:33.0,132145,55.94117237,-2.559537046,NT6572,OSGB,Britain
11693747,154,24/08/2020,186629,NT6504972146,OSGB,01:52.0,132145,55.94113614,-2.559600569,NT6572,OSGB,Britain
20270382,155,11/09/2022,300661,NT6513072158,OSGB,30:05.0,132145,55.94124984,-2.55830528,NT6572,OSGB,Britain
1634294,155,05/06/2016,159970,NT6855460523,OSGB,19:36.0,87997,55.836939,-2.502133442,NT6860,OSGB,Britain
1634305,155,05/06/2016,159974,NT6895060298,OSGB,24:09.0,87997,55.83494287,-2.49578451,NT6860,OSGB,Britain
1634308,155,05/06/2016,159976,NT6894360291,OSGB,28:50.0,87997,55.83487952,-2.495895478,NT6860,OSGB,Britain
1904026,155,17/08/2016,159976,NT6894360291,OSGB,57:28.0,87997,55.83487952,-2.495895478,NT6860,OSGB,Britain
1634311,155,05/06/2016,159978,NT6833360326,OSGB,31:59.0,87997,55.83515437,-2.505639328,NT6860,OSGB,Britain
1634274,155,05/06/2016,159968,NT6833360660,OSGB,12:06.0,87997,55.83815558,-2.505678274,NT6860,OSGB,Britain
1904031,155,17/08/2016,159978,NT6833360326,OSGB,00:21.0,87997,55.83515437,-2.505639328,NT6860,OSGB,Britain
1903929,155,17/08/2016,159968,NT6833360660,OSGB,39:16.0,87997,55.83815558,-2.505678274,NT6860,OSGB,Britain
1903952,155,17/08/2016,159970,NT6855460523,OSGB,42:09.0,87997,55.836939,-2.502133442,NT6860,OSGB,Britain
1903996,155,17/08/2016,159974,NT6895060298,OSGB,48:25.0,87997,55.83494287,-2.49578451,NT6860,OSGB,Britain
2853948,155,20/08/2017,185462,NT91656633,OSGB,52:57.0,113305,55.89011308,-2.133437628,NT9166,OSGB,Britain
3766567,155,22/07/2018,185461,NT9113166336,OSGB,04:58.0,113305,55.8901172,-2.141808482,NT9166,OSGB,Britain
2853954,155,20/08/2017,185463,NT9167266513,OSGB,01:33.0,113305,55.89171736,-2.133163294,NT9166,OSGB,Britain
3766594,155,22/07/2018,184443,NT9183266170,OSGB,10:50.0,113305,55.88863794,-2.130594425,NT9166,OSGB,Britain
2839644,155,20/08/2017,184443,NT9183266170,OSGB,17:39.0,113305,55.88863794,-2.130594425,NT9166,OSGB,Britain
3766505,155,22/07/2018,185462,NT91656633,OSGB,00:20.0,113305,55.89011308,-2.133437628,NT9166,OSGB,Britain
3766085,155,22/07/2018,185464,NT9181366347,OSGB,05:03.0,113305,55.89022812,-2.130903578,NT9166,OSGB,Britain
2853957,155,20/08/2017,185464,NT9181366347,OSGB,08:27.0,113305,55.89022812,-2.130903578,NT9166,OSGB,Britain
3766257,155,22/07/2018,185463,NT9167266513,OSGB,32:12.0,113305,55.89171736,-2.133163294,NT9166,OSGB,Britain
2853506,155,20/08/2017,185461,NT9113166336,OSGB,31:45.0,113305,55.8901172,-2.141808482,NT9166,OSGB,Britain
986664,155,18/06/2015,134212,NT9440027399,OSGB,53:17.0,86143,55.54027243,-2.088740085,NT9427,OSGB,Britain
4058282,87,04/06/2018,203571,NU1379442504,OSGB,09:07.0,130801,55.67584697,-1.780631153,NU1342,OSGB,Britain
4058404,87,04/06/2018,203573,NU1382442845,OSGB,28:53.0,130801,55.67891039,-1.780136893,NU1342,OSGB,Britain
4058609,154,04/06/2018,203569,NU1382842179,OSGB,55:24.0,130801,55.6729255,-1.780106849,NU1342,OSGB,Britain
4058024,87,04/06/2018,203569,NU1382842179,OSGB,00:23.0,130801,55.6729255,-1.780106849,NU1342,OSGB,Britain
4058364,87,04/06/2018,203572,NU1379442737,OSGB,20:21.0,130801,55.67794074,-1.780619437,NU1342,OSGB,Britain
4058096,87,04/06/2018,203570,NU1381142323,OSGB,22:44.0,130801,55.67421999,-1.780369923,NU1342,OSGB,Britain
6996246,154,21/03/2019,222214,NU1459934658,OSGB,31:57.0,199123,55.6053177,-1.768246273,NU1434,OSGB,Britain
6996238,154,21/03/2019,222208,NU1448234310,OSGB,54:31.0,199123,55.60219398,-1.770121813,NU1434,OSGB,Britain
6996250,154,21/03/2019,222215,NU1463034582,OSGB,45:44.0,199123,55.60463381,-1.767758216,NU1434,OSGB,Britain
6996244,154,21/03/2019,222211,NU1497734000,OSGB,18:32.0,199123,55.59939326,-1.762281684,NU1434,OSGB,Britain
7071765,154,26/09/2019,222220,NU1448734310,OSGB,25:12.0,199123,55.60219383,-1.77004245,NU1434,OSGB,Britain
7071829,154,26/09/2019,222679,NU1499134119,OSGB,04:52.0,199123,55.60046219,-1.762053011,NU1434,OSGB,Britain
6996237,154,21/03/2019,222209,NU1500134107,OSGB,48:48.0,199123,55.60035405,-1.761894944,NU1534,OSGB,Britain
6998510,155,17/10/2019,159057,NU2387637790,OSGB,43:48.0,92660,55.63309554,-1.620713664,NU2337,OSGB,Britain
6998554,154,17/10/2019,159055,NU2369537923,OSGB,52:01.0,92660,55.63429955,-1.623577383,NU2337,OSGB,Britain
6998622,154,17/10/2019,159056,NU2376437826,OSGB,02:36.0,92660,55.63342453,-1.622489669,NU2337,OSGB,Britain
2039689,155,19/09/2016,159055,NU2369537923,OSGB,23:10.0,92660,55.63429955,-1.623577383,NU2337,OSGB,Britain
2039667,155,16/06/2016,159057,NU2387637790,OSGB,08:52.0,92660,55.63309554,-1.620713664,NU2337,OSGB,Britain
6998748,154,25/06/2019,159055,NU2369537923,OSGB,34:54.0,92660,55.63429955,-1.623577383,NU2337,OSGB,Britain
6998899,154,25/06/2019,159057,NU2387637790,OSGB,00:57.0,92660,55.63309554,-1.620713664,NU2337,OSGB,Britain
6998352,155,17/10/2019,159055,NU2369537923,OSGB,14:23.0,92660,55.63429955,-1.623577383,NU2337,OSGB,Britain
6759080,155,25/06/2019,159057,NU2387637790,OSGB,15:54.0,92660,55.63309554,-1.620713664,NU2337,OSGB,Britain
2039686,155,19/09/2016,159056,NU2376437826,OSGB,19:13.0,92660,55.63342453,-1.622489669,NU2337,OSGB,Britain
6998859,154,25/06/2019,159056,NU2376437826,OSGB,57:37.0,92660,55.63342453,-1.622489669,NU2337,OSGB,Britain
6998434,155,17/10/2019,159056,NU2376437826,OSGB,32:31.0,92660,55.63342453,-1.622489669,NU2337,OSGB,Britain
6759556,155,25/06/2019,159056,NU2376437826,OSGB,12:18.0,92660,55.63342453,-1.622489669,NU2337,OSGB,Britain
2039663,155,16/06/2016,159055,NU2369537923,OSGB,57:09.0,92660,55.63429955,-1.623577383,NU2337,OSGB,Britain
2039666,155,16/06/2016,159056,NU2376437826,OSGB,05:37.0,92660,55.63342453,-1.622489669,NU2337,OSGB,Britain
20274459,154,01/09/2022,159055,NU2369537923,OSGB,31:06.0,301782,55.63429955,-1.623577383,NU2337,OSGB,Britain
20274592,154,01/09/2022,159057,NU2387637790,OSGB,56:25.0,301782,55.63309554,-1.620713664,NU2337,OSGB,Britain
6998631,154,17/10/2019,159057,NU2387637790,OSGB,04:27.0,92660,55.63309554,-1.620713664,NU2337,OSGB,Britain
20274510,154,01/09/2022,159056,NU2376437826,OSGB,42:56.0,301782,55.63342453,-1.622489669,NU2337,OSGB,Britain
2039680,155,19/09/2016,159057,NU2387637790,OSGB,12:57.0,92660,55.63309554,-1.620713664,NU2337,OSGB,Britain
6759088,155,25/06/2019,159055,NU2369537923,OSGB,24:48.0,92660,55.63429955,-1.623577383,NU2337,OSGB,Britain
3663994,155,07/05/2018,185955,NX0866382486,OSGB,50:52.0,130907,55.0997573,-4.999310217,NX0882,OSGB,Britain
6798647,155,13/09/2019,185955,NX0866382486,OSGB,24:04.0,130907,55.0997573,-4.999310217,NX0882,OSGB,Britain
2886861,155,17/09/2017,185960,NX0814082457,OSGB,07:58.0,130907,55.09929506,-5.007476406,NX0882,OSGB,Britain
2886508,155,02/05/2017,185955,NX0866382486,OSGB,20:08.0,130907,55.0997573,-4.999310217,NX0882,OSGB,Britain
3664094,155,07/05/2018,185956,NX0888982405,OSGB,12:21.0,130907,55.09911745,-4.995718526,NX0882,OSGB,Britain
6798497,155,13/09/2019,185959,NX0814482924,OSGB,54:22.0,130907,55.10348778,-5.007728783,NX0882,OSGB,Britain
6734819,155,14/04/2019,185956,NX0888982405,OSGB,06:58.0,130907,55.09911745,-4.995718526,NX0882,OSGB,Britain
3664275,155,07/05/2018,185960,NX0814082457,OSGB,47:58.0,130907,55.09929506,-5.007476406,NX0882,OSGB,Britain
6798572,155,13/09/2019,185956,NX0888982405,OSGB,10:13.0,130907,55.09911745,-4.995718526,NX0882,OSGB,Britain
3664266,155,07/05/2018,185959,NX0814482924,OSGB,44:37.0,130907,55.10348778,-5.007728783,NX0882,OSGB,Britain
19976880,154,22/08/2022,185955,NX0866382486,OSGB,07:07.0,130907,55.0997573,-4.999310217,NX0882,OSGB,Britain
6798535,155,13/09/2019,185958,NX0856882620,OSGB,02:45.0,130907,55.10092327,-5.000887294,NX0882,OSGB,Britain
2886584,155,15/09/2017,185956,NX0888982405,OSGB,41:37.0,130907,55.09911745,-4.995718526,NX0882,OSGB,Britain
6734763,155,14/04/2019,185955,NX0866382486,OSGB,53:48.0,130907,55.0997573,-4.999310217,NX0882,OSGB,Britain
6798455,155,13/09/2019,185960,NX0814082457,OSGB,42:38.0,130907,55.09929506,-5.007476406,NX0882,OSGB,Britain
18061283,154,06/09/2021,185955,NX0866382486,OSGB,28:14.0,1,55.0997573,-4.999310217,NX0882,OSGB,Britain
19976883,154,22/08/2022,185956,NX0888982405,OSGB,07:15.0,130907,55.09911745,-4.995718526,NX0882,OSGB,Britain
6734902,155,14/04/2019,185960,NX0814082457,OSGB,32:36.0,130907,55.09929506,-5.007476406,NX0882,OSGB,Britain
2886573,155,02/05/2017,185956,NX0888982405,OSGB,37:04.0,130907,55.09911745,-4.995718526,NX0882,OSGB,Britain
6734873,155,14/04/2019,185958,NX0856882620,OSGB,19:51.0,130907,55.10092327,-5.000887294,NX0882,OSGB,Britain
18061285,154,06/09/2021,185959,NX0814482924,OSGB,28:16.0,1,55.10348778,-5.007728783,NX0882,OSGB,Britain
2886623,155,15/09/2017,185958,NX0856882620,OSGB,51:32.0,130907,55.10092327,-5.000887294,NX0882,OSGB,Britain
19976882,154,22/08/2022,185959,NX0814482924,OSGB,07:13.0,130907,55.10348778,-5.007728783,NX0882,OSGB,Britain
3664225,155,07/05/2018,185958,NX0856882620,OSGB,36:07.0,130907,55.10092327,-5.000887294,NX0882,OSGB,Britain
2886604,155,02/05/2017,185958,NX0856882620,OSGB,47:26.0,130907,55.10092327,-5.000887294,NX0882,OSGB,Britain
